names,R01-003,R01-004,R01-005,R01-006,R01-007,R01-012,R01-013,R01-014,R01-015,R01-016,R01-017,R01-018,R01-021,R01-022,R01-023,R01-024,R01-026,R01-027,R01-028,R01-029,R01-031,R01-032,R01-033,R01-034,R01-035,R01-037,R01-038,R01-039,R01-040,R01-041,R01-042,R01-043,R01-046,R01-048,R01-049,R01-051,R01-052,R01-054,R01-055,R01-056,R01-057,R01-059,R01-060,R01-061,R01-062,R01-063,R01-064,R01-065,R01-066,R01-067,R01-068,R01-069,R01-071,R01-072,R01-073,R01-076,R01-077,R01-078,R01-079,R01-080,R01-081,R01-083,R01-084,R01-089,R01-091,R01-093,R01-094,R01-096,R01-097,R01-098,R01-099,R01-100,R01-101,R01-102,R01-103,R01-104,R01-105,R01-106,R01-107,R01-108,R01-109,R01-110,R01-111,R01-112,R01-113,R01-114,R01-115,R01-116,R01-117,R01-118,R01-119,R01-120,R01-121,R01-122,R01-123,R01-124,R01-125,R01-126,R01-127,R01-128,R01-129,R01-130,R01-131,R01-132,R01-133,R01-134,R01-135,R01-136,R01-137,R01-138,R01-139,R01-140,R01-141,R01-142,R01-144,R01-145,R01-146,R01-147,R01-148,R01-149,R01-150,R01-151,R01-152,R01-153,R01-154,R01-156,R01-157,R01-158,R01-159,R01-160
log-sigma-3-5-mm-3D_Range,823.2959137,620.3694305,558.0653458,651.0640259,862.1654205,607.1365662,451.5903702,694.0868988,534.9976196,578.0690918,546.7299042,890.438324,592.473732,529.4603577,856.0429382,1310.422058,567.8996277,225.1160011,787.8755798,580.722702,530.6448669,1059.666138,711.7012939,697.9667053,662.1282959,465.3376923,7064.203369,509.2708588,585.0513306,379.7054062,753.4554443,523.3742371,792.7537842,577.4039001,536.3815155,546.8661346,238.410965,655.7011414,379.2374878,549.5174026,490.6898689,454.4853058,550.8906078,503.7759705,341.8733673,903.7625427,702.335907,717.2118225,556.3179779,847.0671997,614.5675888,863.9294739,792.9716797,566.899826,813.8436584,531.729908,759.7814484,570.3349915,643.5343704,486.198822,732.7162476,581.8227596,616.1674652,717.5884399,6392.719727,723.573288,670.2919464,706.2877502,698.7902222,351.5826569,650.1907349,814.6747131,483.1230621,767.4144897,1287.43631,699.4240723,642.3181763,577.7303391,2050.48584,713.2171021,705.1045227,735.5019226,589.039505,659.9552002,468.0785522,1073.248962,612.5209236,670.1623611,619.2222443,729.063385,763.2470093,327.6503143,542.6030045,728.7890167,420.0109825,724.1982117,974.173172,698.6247406,562.9692383,869.9526367,655.1665802,182.6041489,511.7843781,778.5957031,9108.342041,2420.422119,575.1152954,442.9104309,689.2088852,873.2831726,793.4277191,758.8902435,871.8819275,800.6938782,654.3695755,523.1215515,786.7368774,619.2329407,687.9198608,780.2099304,2077.36142,591.7489319,450.8370056,560.7673798,260.5966949,609.6006622,566.2080078,352.7185364,8864.105957,427.4249115
log-sigma-3-5-mm-3D_RobustMeanAbsoluteDeviation,98.42276009,81.43807145,45.19643044,63.93352048,103.6668606,53.22903476,50.8753178,67.61945147,65.86901582,77.60787865,43.06353323,67.73489702,76.87777365,62.38201469,50.61733343,292.1049121,94.78167528,25.21731727,72.35552035,44.65911298,57.58448718,59.05119581,95.28684649,54.31769305,68.32418266,38.99661619,767.5965346,48.4327642,60.44081013,51.82019662,53.16235996,66.4557358,86.28210694,69.06898124,69.6171453,50.0367377,27.54724554,27.2603878,49.71896509,44.73029785,71.17324811,58.89589537,65.3389407,51.02959887,38.01956382,108.5180348,85.73993964,46.65749384,64.22764642,71.61352574,75.69602468,36.0867468,103.9094655,74.80003476,111.7182079,66.7972274,76.01558344,55.66907695,89.38849406,67.65429457,80.13180533,64.8778727,61.11877218,65.12905495,817.2858071,91.64547313,81.19131574,79.43337225,87.27619727,38.14536094,46.52268694,62.85398,77.92786654,67.14943767,54.84960997,66.35096817,68.14640867,47.40980426,438.4253833,77.09013222,62.04794804,58.00567355,63.40102268,46.90215678,56.46039246,66.79788482,73.34292656,83.643929,68.52560648,53.0000369,59.45350302,39.05844499,63.14986836,63.12129113,49.98444612,63.85181426,70.99985052,84.52970879,39.47635452,74.21863684,62.56754745,19.11141593,65.9470018,76.60842387,914.9576535,553.5870534,58.04515712,59.73981001,75.60546896,100.8195158,53.59129588,82.79007715,95.41889522,65.26864054,81.40122351,54.50068876,43.30097023,47.94467424,35.90462199,28.1114447,241.4222302,67.74091669,38.94237506,50.27110017,35.17456162,49.91471435,43.97705263,45.90768716,878.4471448,36.7351028
log-sigma-3-5-mm-3D_RootMeanSquared,322.0712588,184.9649069,268.9335722,220.6723813,307.238286,118.3258069,133.976511,163.7731028,155.3885405,255.6112988,148.7411586,135.4252988,357.3327132,169.8845649,128.0647459,412.4957528,277.1014679,85.91758819,145.0769535,100.7703236,193.5674285,137.1911418,263.179235,127.8279976,191.7871225,107.1512477,2014.172937,83.6748384,160.0754392,207.9957462,126.3304634,187.0971615,266.9282194,255.9901264,285.0015463,162.5079973,50.61153714,71.31122065,89.94326572,224.6750237,248.4878677,253.5338132,245.5679141,230.7846868,84.58385882,297.5774389,279.7456516,98.36120893,156.8941214,183.0411874,237.8801567,81.1560113,348.6695469,391.7581232,269.5573302,241.6314192,149.4831877,155.1951884,226.4000213,112.5693221,163.1075469,364.2068806,177.5381816,134.3269873,2215.377551,272.7879163,350.5385018,277.2834283,320.6615338,73.78487117,186.6112668,132.703149,152.9915627,188.4980674,177.7298763,128.2062226,162.5198584,200.4028093,586.6835926,254.1606774,155.0054572,135.2204611,243.9184398,93.2498122,87.06851114,160.5807699,282.0071712,352.1653839,341.7440211,139.435039,194.0576786,82.66379463,292.4194809,264.7803501,171.0501536,165.8652006,203.6627524,295.5945131,144.9550115,211.0604196,201.9665813,37.09090853,177.3327986,171.3854155,1900.916239,770.9890476,181.071907,163.8259979,178.5681988,397.8804397,217.4166706,279.862522,196.3224656,146.8884002,280.5995119,153.4721264,97.09096979,150.418256,88.71899382,70.70448198,1025.286938,133.5838339,92.36600865,165.4769538,142.0538119,103.8460122,97.02862619,105.9073699,2920.599341,75.599708
log-sigma-3-5-mm-3D_Skewness,-0.193730232,-0.118562324,0.320385711,0.453458541,-0.044155942,-0.409840503,-0.364083919,-0.186039306,-0.257265261,0.119577828,-1.048430617,0.079809425,-0.279183353,-0.189230506,0.22698846,0.564749143,-0.217830276,0.065830431,0.346107841,-0.739630131,0.169442851,-0.440449113,0.017920947,-0.030639595,0.587805723,0.162480753,0.536898276,0.036934996,0.118631207,-0.308248991,0.399387245,0.252691119,0.338590522,0.409506255,-0.084642658,0.271311927,0.225596025,-0.980161384,0.249030442,0.02838477,-0.329963642,-0.472095537,-0.525862734,0.66136287,0.271184462,0.728917576,-0.318641515,-0.545473883,0.239361582,0.440182375,-0.044320037,0.644864951,-0.198061645,-0.077714122,-0.323380652,-0.122051694,-0.349504459,-0.404315623,-0.185240514,-0.377330775,-0.331750288,-0.024390532,-0.158931474,-0.332449368,0.031392593,0.619794323,0.078139752,-0.043919679,0.10571571,0.242466326,0.00280656,0.041724459,-0.071481957,0.401346157,-1.211303827,0.101206101,-0.04694444,0.286509647,-0.033943369,-0.168794692,0.074266647,-0.745279449,0.415727834,-0.511299823,0.075808533,1.082891002,-0.218355138,-0.04074743,0.304452728,0.547713852,0.427935606,0.304705815,0.427136888,-0.354522696,-0.42950644,-0.430609424,-0.84805292,-0.243818503,0.959951793,-0.530109405,0.360607593,0.372384251,-0.214769052,-0.310062029,0.103276705,-0.239686552,0.28325678,-0.228219291,-0.798770971,-0.154369825,0.125689243,0.385232455,-0.339640974,0.512915809,0.032682204,0.147037608,-0.236711337,0.115195907,0.318996252,-0.430374489,-0.138478245,0.267542334,-0.065688515,-0.390787512,-0.393275795,-0.57413037,-0.044448943,-0.0331665,0.20767094,-0.890421054
log-sigma-3-5-mm-3D_TotalEnergy,210714013.1,60180783.43,500605980.8,274988005.3,101456423.6,262177364.9,35066543.4,126531821.6,2271859364,66059111.59,95575387.31,1626080445,152957990.2,195431807.2,1411384638,752925901.5,345211418.8,30450056.83,712516706.3,851111189.3,134325999.3,515288638.4,208179274.4,251326830.3,421751200,48484415.48,48293437553,118147814.4,357549247.4,40816451.56,698253221.9,73564139.18,297305441.3,324181584.1,90087159.53,258890768.1,14669869.09,1463038360,41241754.76,604966972.8,120880738.4,48635028.03,80346430.34,98960000.13,11604484.12,390971178.3,92603747.14,887271862.6,673568600.3,256254148.8,42183353.23,1276543314,172375037.4,145206582.5,158458437.6,349146741.5,584407115.1,179604577.4,176285857.2,46219685.01,94338038.75,102618183.1,172876881.3,1890919143,2574668708,525317566.7,260040552.6,293238534.6,221695047.8,104180349.2,856914897.8,457853495.3,369255673.5,494741010.8,1447770889,111274352.4,331241790.9,598723588.5,13027880592,60576179.6,68190989.15,49606278.94,155608035.1,1328520536,124668322,2866119898,38285977.28,95187820.71,459455629.7,617451685.2,657290526.9,4948823.822,537208938.1,332084773.4,39463828.75,157125402.4,131496948.6,262910301.9,63203689.21,187034569,280889982.9,24818268.34,162963482.4,271988524,1.26284E+11,9155320166,484397982.2,177197204.3,121466444.8,242625213.7,1228207534,460159162,408464100.2,342310223.9,167465776.8,374093454.6,1658054597,551060833.5,352971397.4,2338271416,3147095499,273235240.6,93944094.46,281356443.6,1876673.548,817242994,598197777,39174559.48,10666605706,370015263.5
log-sigma-3-5-mm-3D_Uniformity,0.043080308,0.053049086,0.088121996,0.067679434,0.040084352,0.080306787,0.078760696,0.060395795,0.085620992,0.054950014,0.095070623,0.09146378,0.055838689,0.068533062,0.080484665,0.029759265,0.053118415,0.159745234,0.059014076,0.131862287,0.070976012,0.06723394,0.044282812,0.071404275,0.06280442,0.103485433,0.00573475,0.084474586,0.071279217,0.083436415,0.082388757,0.062221008,0.049236921,0.061967018,0.05911323,0.081529654,0.144362541,0.220417051,0.084073232,0.085572044,0.062672796,0.075257937,0.065520259,0.081112601,0.124873617,0.046168371,0.048249481,0.119357535,0.06993455,0.055170777,0.054521062,0.107943946,0.041198841,0.055596915,0.038294514,0.063519983,0.053559955,0.07799295,0.049032545,0.066832752,0.050113105,0.0631047,0.068515831,0.091416663,0.006039108,0.05195494,0.053526541,0.051446537,0.048730687,0.105882457,0.085831585,0.061627177,0.062882408,0.062745054,0.072086884,0.063361987,0.061261174,0.086815286,0.016155194,0.052360421,0.062734565,0.069103883,0.064420824,0.132876768,0.079638627,0.059758116,0.057456657,0.049348047,0.062374445,0.073367961,0.07080953,0.104466216,0.069994689,0.06252011,0.084759706,0.061925972,0.053084444,0.05245297,0.098835209,0.054739558,0.06472635,0.221411485,0.065203744,0.057474191,0.004606417,0.015556635,0.071089762,0.073274021,0.058228461,0.043656142,0.074151228,0.050533934,0.043282019,0.064444446,0.051136712,0.075191464,0.114821387,0.084727515,0.108503137,0.200479588,0.020768454,0.063755252,0.133498252,0.08756651,0.123598104,0.130714993,0.113249897,0.088585778,0.008385449,0.166426477
log-sigma-3-5-mm-3D_Variance,25783.03542,17084.32223,6355.619906,11164.18713,29494.92752,7961.021903,8670.330465,15563.76253,9030.750632,15669.88931,7531.561033,11226.25656,15795.7849,9879.564457,8477.519742,160556.6187,18890.74576,1781.507007,15722.4013,5725.018252,9324.888662,13263.30814,23848.45235,10540.20698,13640.96007,5128.299096,1664396.953,6577.162956,9313.151683,7031.411223,8187.431276,12449.82466,19856.18172,12770.21159,13518.7465,7176.804267,2279.327903,4010.029844,6783.832422,7072.999781,12592.42179,9503.852112,12504.39007,8498.780826,3282.680248,31338.93804,21244.56268,5990.693116,10044.98617,17672.78689,15706.50017,6535.529396,28314.43553,15049.35005,33259.2585,11356.7928,17019.84464,9354.548285,19538.67485,11199.7211,20639.87692,12282.87957,10392.61018,8821.789181,1730688.995,21639.26554,16267.56897,17689.0759,19669.86919,4444.333472,6747.754338,16940.906,12528.38211,12848.65189,12481.42125,11796.37413,12525.36119,6331.479663,343860.4252,19532.68335,13709.90883,13765.40601,11832.25819,5749.547657,7573.730956,19598.58478,15354.84088,19358.106,12477.56645,10457.60104,10250.71594,4462.278253,10340.3288,13851.34093,7117.038997,14706.19968,25581.43674,18218.01724,6853.173001,21530.47788,11652.47964,979.071583,11575.30655,18707.29839,2338122.889,557211.78,9489.381307,8814.87448,17562.60387,26587.68374,8844.80994,19315.49251,26472.47681,13390.01011,17690.97277,8555.251605,6729.232577,6717.578383,5434.425322,4107.232618,159066.7151,11774.13954,3677.04587,7970.0279,3562.745162,6947.558116,5660.378514,5978.945619,3149366.208,4011.939735
log-sigma-3-0-mm-3D_10Percentile,-475.0268738,-310.9346191,-324.7344269,-293.4707764,-488.1499756,-174.1450806,-222.847998,-278.1832001,-234.3621201,-369.6028107,-220.0157227,-223.0821899,-496.0853088,-251.2948608,-191.5639648,-324.3944885,-374.8345337,3.096830797,-221.7267914,-168.6194794,-278.3375366,-205.5295944,-377.3860352,-203.9376831,-269.5207825,-176.6184753,-2861.065942,-130.6468414,-235.6066467,-314.4728851,-194.2310913,-270.930542,-382.1711304,-339.9067139,-406.552066,-233.689389,-61.79095078,-123.2490158,-136.2777664,-299.7785675,-352.8713837,-396.8827087,-387.1594513,-344.8200409,-164.70336,-381.0703186,-462.0301819,-166.1179062,-232.6369965,-276.90672,-414.9786682,-96.37322845,-529.0094238,-533.6037598,-441.8318481,-326.7981934,-240.5935974,-253.8511856,-356.0785706,-187.2084808,-274.8533783,-496.758075,-264.5462158,-213.9914154,-4311.44668,-355.4083252,-446.3990662,-402.0877808,-443.8171661,-112.6103172,-248.8039703,-182.4497391,-225.6294708,-262.9081818,-248.3580383,-210.7022156,-244.4620667,-263.4314758,-937.2781982,-446.0455872,-245.2419006,-261.7149963,-341.2546875,-158.4245728,-216.8762115,-225.6044281,-513.9597778,-524.3591919,-414.2066345,-213.8343246,-264.8681702,-161.6016235,-356.7074158,-397.7051697,-271.1125305,-271.9905701,-343.9220581,-446.6879211,-207.8690872,-350.9863434,-281.2967224,-58.0132,-277.4881195,-261.2119934,-2832.504077,-864.2705505,-259.4777344,-238.8550491,-311.5916321,-562.7609009,-298.8693726,-378.1903625,-331.390387,-204.4525146,-410.1511047,-221.267514,-156.5892899,-213.1576889,-133.4088593,-115.2918777,-1370.725159,-197.6004272,-145.081192,-246.6101624,-8.640992737,-176.5658264,-148.6857697,-49.71642189,-4580.904004,-138.1542206
log-sigma-3-0-mm-3D_90Percentile,-77.84880524,45.02984619,-116.929052,-45.06334686,-38.30653763,39.98475647,15.99997168,40.04898567,0.395044279,-45.49894371,-20.83192368,6.303134823,-157.1350388,3.252708244,17.86384277,697.5977417,-49.33556366,133.0978577,103.527092,2.8822227,-16.15178604,63.26820793,-6.869624329,50.65847397,1.329651511,2.642749929,190.0264404,94.23630066,-0.050507782,-66.10059662,13.91766033,-0.943442559,-29.70995007,-65.90782471,-118.1220398,-12.77172985,88.93157959,5.596945763,212.4328506,-71.7529068,-72.61639023,-106.0357315,-75.12007599,-113.4481308,41.58693008,26.90521812,-20.89391327,9.308700752,14.33308401,55.18798485,-43.13220978,100.425351,-83.43047638,-181.8090363,56.68990707,-55.45878067,100.8588165,-0.713801956,26.39547691,80.52534103,99.97877502,-208.0286407,-20.78254757,3.995546412,-273.1356445,-0.719784677,-139.4887695,-39.48766708,-97.0065979,78.01422882,-26.57888031,100.6205711,51.95343399,7.827895641,0.217186232,70.6971817,46.43915329,-44.06464691,928.584314,-52.16741562,54.62064285,55.01548767,-75.77153473,6.471267891,213.8949951,92.01896973,-107.5223465,-139.7100906,-151.1224594,37.57351456,-12.47132797,43.07338333,-101.1189163,-87.86333466,-37.96429443,30.12932587,26.23763809,-93.81377106,-31.04785728,5.915424347,-23.33254547,32.97238045,6.240494394,45.36322937,1077.500659,1123.730066,-15.37595863,-0.425939277,60.74264221,-152.3277161,-48.72600822,-50.93718948,105.6921677,70.23047409,-60.64228859,0.925487614,15.76494007,-14.58603363,34.10663414,8.469901848,-292.1490479,72.20863495,-0.151581958,-27.76334114,135.6899567,6.387997627,10.79345512,168.958313,-101.6756577,15.40433121
log-sigma-3-0-mm-3D_Energy,165800285.4,68680614.5,903115393.5,233521476.1,139021756.8,437655536.9,8551098.264,105664675.4,1845228839,73054772.18,87364467.26,1412860150,295676977.7,212973750.9,1230574692,721304474.3,408559656.3,28256277.49,691355382.6,705772116.1,154817585.9,815163376.4,191902013.1,287066578,352174824.4,61072954.53,40382965935,87826793.33,308192583.8,41988136.58,743223895.9,48695354.94,289332445,270398405.6,129195565.2,252612874.8,19714876.7,1159857046,91307177.04,590972689.9,132770978.8,45814452.39,93093541.25,113937386.7,15663494.06,374935684.2,120437678.5,1291738350,428714525.7,255409445.5,61985960.98,1271725569,226213918,218935937.1,137115170.4,276919237.3,672248702.5,360412654.1,167695417.8,41232231.23,88088829.22,65131921.85,180866315.5,4154347224,7867570380,432657316.8,193515748.4,334419418.1,267904273,113742246.6,1267419630,660047535.4,45825239.41,615848217.6,1723294433,141059426.5,261590550.8,291110211.7,19441556210,88495171.88,85932708.61,77018870.66,133157843.8,969528652.1,434108340.6,2257771964,69070313.55,125008630.5,597202126.1,608381667.7,684435986.5,8702940.329,497746551.6,331290485.4,35432264.65,131964422,232504805.4,387498981,121191912.5,427767801.8,380784294.7,26334546.17,246747209.9,175448297.8,1.14141E+11,9184401090,662828548.7,143231077.9,214377723.2,433512014.6,1226428216,625205607,631590385.4,280171866.2,204931330.8,94605551.52,1501817983,144635901.8,101117597.2,638950888.8,321104856.4,75643825.11,25747670.34,228428727.9,671224.384,217356233.4,162235930.2,11762452.44,1763986174,312781638.6
log-sigma-3-0-mm-3D_Entropy,4.465237188,4.402979294,3.70613342,3.995116605,4.738423211,3.779976099,3.876250635,4.258898474,3.640046955,4.22793763,3.683205047,3.727653872,4.29851548,3.947233841,3.848820778,5.292870432,4.162913301,2.997438878,4.264302704,3.25908946,3.977690048,4.201834725,4.386221269,4.074125204,4.125937632,3.553762759,7.568542447,3.831403085,3.933688202,3.908005292,3.815036685,3.876818041,4.445529013,4.081812361,4.077581841,3.786271374,3.228672588,2.745617064,4.286755103,3.838784699,3.999460762,4.072202298,4.228730448,3.912817206,3.535460335,4.504781873,4.677417114,3.387129044,3.93814957,4.46580317,4.488110945,3.61441528,4.66961506,4.37476213,4.835143401,4.047866886,4.417886092,3.907031085,4.488810972,3.964294403,4.504042553,4.161481202,3.896314672,3.584669432,7.735303337,4.41090934,4.168281448,4.452521547,4.34311039,3.574676003,3.714519842,4.23223852,3.985704111,4.106012841,4.088009259,4.172171558,4.12764244,3.712362472,6.405265486,4.577398112,4.278849083,4.246777191,4.052953945,3.250431462,4.609592556,4.362956622,4.561817881,4.524785009,4.060208226,4.030247996,4.012501989,3.652004996,3.934592287,4.239657003,3.791195764,4.27218382,4.534697789,4.383718491,3.598751473,4.376646001,4.022741445,2.554561819,4.098619357,4.275266248,7.945181478,6.240928233,3.9669959,3.843864649,4.44292497,4.593957729,3.989374842,4.358975302,4.724400683,4.102571723,4.389163312,3.806232856,3.489890556,3.69824725,3.506725165,2.827537194,5.785653746,4.036825475,3.148533088,3.787433352,3.11265704,3.346495603,3.450585765,3.725158331,6.9574999,2.90976831
log-sigma-3-0-mm-3D_InterquartileRange,233.2053986,205.8099594,109.6050949,134.1411476,240.7513084,121.6987419,126.0937834,154.2662263,166.3967533,174.5197906,99.58380699,150.7803339,192.1843643,139.6756401,120.4488449,692.5969543,215.280777,70.92015648,157.4611981,98.79122043,148.5138359,137.5024568,219.899147,128.6606474,155.5609303,99.44091892,1733.041885,118.1224556,145.8805237,133.5111542,127.4212523,143.9539948,188.0824604,150.2531891,161.1938858,121.6062183,84.10084724,42.79701689,219.3113041,114.3638515,173.8600674,162.0885544,162.604084,128.8546333,128.3416919,214.8123474,227.2962036,103.1362123,152.9137402,183.2704983,199.9443741,76.34868336,257.6845398,194.3928375,286.2210655,152.1620789,189.6383476,137.0352631,219.73312,166.4057703,184.8366456,165.5397949,143.2000341,152.815559,2212.649902,197.8556519,187.7052231,198.70224,202.6668892,101.241827,116.0063248,139.7039604,174.7238302,150.7953463,137.487299,167.1562748,155.8988972,122.3733673,1385.181732,201.5536613,149.7036514,145.5783058,141.5984802,98.0544287,267.2512054,146.2827497,217.8619537,205.4984932,136.5553017,127.3679895,146.2067795,110.7447035,146.8851166,159.8429489,126.0096207,158.805666,154.6961508,203.0878448,99.93246841,161.8792915,135.4893532,51.63554358,154.5612974,169.9578853,2162.353983,1553.956085,146.39925,134.3295755,195.9916496,244.8096771,132.6574478,170.3813171,242.5379677,135.3296185,196.3833275,126.142189,90.38894184,112.3339415,81.51869929,45.87391824,638.4126816,156.4824561,92.88190031,124.1163921,71.5188446,102.3207756,98.74492168,127.7745652,1692.788574,64.71562302
log-sigma-3-0-mm-3D_Kurtosis,2.072570698,2.213141323,2.784239991,3.031589625,2.386385866,3.081674159,2.687890403,2.872817398,2.050649189,2.319149353,5.044363564,5.169486941,2.198943841,2.414363875,4.443462217,2.198899153,1.815504791,2.494035954,2.78946461,3.426072059,2.34918862,6.293872018,2.12846892,3.430219328,3.091977179,3.53829283,2.93114296,2.84295252,2.546559758,2.610986058,4.789939984,2.498879564,2.86714854,2.76836691,2.285718862,2.606976784,2.363354745,5.686090501,1.958433245,2.879164588,1.987994019,2.502141896,2.924604137,3.082210744,1.957853605,3.175512068,2.46835843,3.726900346,2.705001655,4.30289296,2.510325578,5.165542113,2.118462002,2.301179773,2.239204201,2.384809492,2.66109705,2.737648604,2.234757598,2.201728911,2.796053106,2.811591515,2.417729218,2.354374178,2.403282673,2.939014455,2.407614349,2.456995212,2.456712009,2.632938902,2.646192842,3.766239569,1.934778604,2.911505881,10.36279717,2.740634921,2.451473135,2.515819286,1.599407628,2.860191118,3.163657045,3.400572513,2.869535594,3.558570568,1.994250345,5.621140716,2.436220822,2.544962911,2.894657999,3.722095644,3.020123099,2.655400008,2.37041183,2.80750198,2.455769068,3.309914335,5.10769919,2.390736758,4.522026151,2.878693235,3.222003654,2.607941636,2.446929971,2.912989669,2.681981943,1.599998359,2.764114094,2.335805085,2.997734227,2.532556806,3.134768965,3.486566342,2.474174022,3.287567089,2.331770238,2.655297009,5.140570632,2.956782182,4.650282314,6.438182822,2.332792668,2.492614415,3.718145161,2.934685699,2.651012116,3.281959274,3.50530605,2.308788491,3.592826077,3.497676756
log-sigma-3-0-mm-3D_Maximum,143.0868988,202.7041321,78.18901062,169.8717651,240.4401703,168.6971893,132.4989777,217.4810333,117.699646,86.04211426,62.60544586,635.8659058,-17.6699791,117.150177,432.2558594,979.9979248,88.50913239,203.757019,391.4125366,225.8411102,162.3774719,340.9692993,162.8862152,368.1019287,276.7419128,252.7485657,2952.635254,246.7256927,238.3598938,26.36978149,514.1981812,156.0329742,300.8929749,168.3723297,22.36092377,208.3289642,167.9787445,297.5739441,302.361145,136.5905457,36.11920929,-18.03678513,50.15011597,84.45774078,163.2913208,375.3781738,125.1794815,340.2763062,262.1325378,515.9855957,171.7062378,459.6646423,95.8850174,6.513999462,177.3707428,79.95848083,316.4891968,140.7272491,134.0289612,172.3634644,282.4079895,40.84862518,227.4464569,278.2529907,1841.133179,268.8315125,136.1673279,173.795517,163.342804,166.7614288,203.9402618,418.5575867,138.7478333,349.9061279,381.0089417,359.8910522,209.1373749,119.5225449,1253.094482,171.1527557,260.5539856,295.4183655,149.6997375,303.5789185,416.0135803,653.5334473,67.25317383,74.42089844,78.30299377,393.9033813,269.5818176,149.3326263,79.87446594,171.4611664,45.65773392,194.3552246,272.0501099,136.4671783,311.1195374,313.670929,285.3116455,95.04398346,158.0397644,281.7454224,4051.698242,1282.566895,231.9823456,96.54951477,147.8687439,176.7414246,242.3905945,274.9589539,305.0346985,451.8518982,135.3228149,182.2748566,473.6424561,269.0892029,368.3577576,466.7458496,229.0037079,294.7380371,250.2847595,190.4647522,185.0958862,248.6837006,216.404068,260.5422058,2673.92627,209.3278198
log-sigma-3-0-mm-3D_MeanAbsoluteDeviation,123.1781262,111.3664873,63.55927919,78.79305752,138.7141914,69.14338104,75.46553849,96.02176112,80.50488755,99.25749021,66.20246854,84.01754557,105.3512063,78.26070446,70.33355355,343.0967339,106.4551127,39.95498181,97.61368229,59.13531302,81.18085427,88.95600022,114.3134305,79.71528026,88.89213428,58.2767683,984.5998031,69.66242869,78.50349073,77.60564528,71.83435471,80.89968351,109.079207,85.03277607,89.37241885,69.03342751,47.50208895,43.08691674,110.3251978,69.02424036,89.62324831,91.90873414,97.91688021,74.92475746,66.04200332,129.2252877,132.4757801,61.84910718,82.03816266,109.1570682,114.858814,56.94864672,137.3680629,107.5861083,153.7297764,84.12115992,107.2953808,79.23199048,119.9639542,86.64632837,113.2776581,92.62785248,77.80472364,77.10559674,1251.73839,113.4550174,98.91662137,111.5262456,109.1663803,59.07072072,66.93738033,91.10535312,88.83621145,85.73460821,83.34155842,91.50822967,89.13055477,67.33455191,639.0917824,123.6847063,93.20314993,94.96758608,82.49441777,59.26436836,141.2161008,100.8687324,123.6500574,118.0831268,80.84338759,78.89098872,81.22149477,63.13497758,80.4605509,95.16786421,71.71216338,95.73510301,115.914138,111.6375508,59.40795498,104.2492164,80.03800961,28.86868909,86.83378161,99.58134914,1232.760421,667.2354773,79.76210806,74.0818453,115.1450163,131.1659919,77.17559682,102.5266456,134.9750479,84.7781745,109.0193685,70.77995351,60.92488155,64.16160621,53.83111278,42.50411768,340.9794165,86.77871478,50.03061163,71.69554771,45.37882368,64.19261702,58.57184929,70.3436999,1308.815239,48.09673204
log-sigma-3-0-mm-3D_Mean,-261.7726263,-126.0474859,-222.7079128,-178.0688648,-259.6786104,-64.73860181,-95.22203943,-99.77002075,-105.2982904,-215.7067093,-111.5536653,-73.25629413,-312.37781,-119.0453151,-78.65500047,75.80914453,-208.3342366,66.88522818,-64.13904888,-58.83366694,-152.8442889,-65.97039928,-194.7228484,-71.4538329,-137.7336974,-74.74985277,-1400.124227,-21.93228188,-114.1147077,-179.1462538,-77.97724098,-146.3955715,-213.9969713,-209.0564489,-256.4191734,-124.2043785,12.63958705,-29.009062,33.3697458,-184.1580315,-201.8734258,-233.9721257,-209.8436347,-229.4568423,-61.76920288,-214.6646907,-226.5490733,-54.23769835,-104.8371432,-114.9010591,-218.0099757,-5.742669735,-298.3128468,-355.2585547,-186.7060645,-189.5924696,-66.09093385,-109.2284705,-155.1150549,-42.74582934,-68.99833562,-340.0599481,-131.0103674,-82.79933566,-2244.292229,-199.8912155,-298.7271868,-220.2113133,-274.4133026,-24.60374671,-146.2030019,-21.33075173,-84.29570234,-132.9592044,-123.4090733,-63.21403786,-99.42085167,-159.8607959,18.78965355,-220.383627,-94.30416465,-81.72853501,-207.9428876,-47.77726199,-0.580648121,-69.7325531,-294.6779798,-321.2737515,-289.0126449,-84.94631116,-146.6966106,-63.14839229,-239.4688317,-225.0367251,-143.1612351,-113.1327377,-136.9816791,-248.1523827,-115.172522,-148.188157,-155.1880595,-14.78061039,-126.1371949,-90.77836034,-984.4939056,176.8206504,-135.4150392,-113.8240764,-106.9240209,-342.8338409,-174.385851,-221.2358032,-99.31031572,-83.14476582,-231.846629,-105.5795526,-45.13058861,-110.6326503,-43.22194508,-25.37414409,-755.3130835,-68.33600484,-59.44808239,-120.0176373,63.86896535,-51.98693249,-50.99695732,59.43715739,-2182.523636,-34.62547814
